data;ano;mes;nome_mes;trimestre;dia;dia_semana;fim_de_semana;ano_mes
2026-01-29;2026;1;Janeiro;1;29;Quinta-feira;False;2026-01
2026-01-30;2026;1;Janeiro;1;30;Sexta-feira;False;2026-01
2026-01-31;2026;1;Janeiro;1;31;Sábado;True;2026-01
2026-02-01;2026;2;Fevereiro;1;1;Domingo;True;2026-02
2026-02-02;2026;2;Fevereiro;1;2;Segunda-feira;False;2026-02
2026-02-03;2026;2;Fevereiro;1;3;Terça-feira;False;2026-02
2026-02-04;2026;2;Fevereiro;1;4;Quarta-feira;False;2026-02
2026-02-05;2026;2;Fevereiro;1;5;Quinta-feira;False;2026-02
2026-02-06;2026;2;Fevereiro;1;6;Sexta-feira;False;2026-02
2026-02-07;2026;2;Fevereiro;1;7;Sábado;True;2026-02
2026-02-08;2026;2;Fevereiro;1;8;Domingo;True;2026-02
2026-02-09;2026;2;Fevereiro;1;9;Segunda-feira;False;2026-02
2026-02-10;2026;2;Fevereiro;1;10;Terça-feira;False;2026-02
2026-02-11;2026;2;Fevereiro;1;11;Quarta-feira;False;2026-02
2026-02-12;2026;2;Fevereiro;1;12;Quinta-feira;False;2026-02
2026-02-13;2026;2;Fevereiro;1;13;Sexta-feira;False;2026-02
2026-02-14;2026;2;Fevereiro;1;14;Sábado;True;2026-02
2026-02-15;2026;2;Fevereiro;1;15;Domingo;True;2026-02
2026-02-16;2026;2;Fevereiro;1;16;Segunda-feira;False;2026-02
2026-02-17;2026;2;Fevereiro;1;17;Terça-feira;False;2026-02
2026-02-18;2026;2;Fevereiro;1;18;Quarta-feira;False;2026-02
2026-02-19;2026;2;Fevereiro;1;19;Quinta-feira;False;2026-02
2026-02-20;2026;2;Fevereiro;1;20;Sexta-feira;False;2026-02
2026-02-21;2026;2;Fevereiro;1;21;Sábado;True;2026-02
2026-02-22;2026;2;Fevereiro;1;22;Domingo;True;2026-02
2026-02-23;2026;2;Fevereiro;1;23;Segunda-feira;False;2026-02
2026-02-24;2026;2;Fevereiro;1;24;Terça-feira;False;2026-02
2026-02-25;2026;2;Fevereiro;1;25;Quarta-feira;False;2026-02
2026-02-26;2026;2;Fevereiro;1;26;Quinta-feira;False;2026-02
2026-02-27;2026;2;Fevereiro;1;27;Sexta-feira;False;2026-02
2026-02-28;2026;2;Fevereiro;1;28;Sábado;True;2026-02
2026-03-01;2026;3;Março;1;1;Domingo;True;2026-03
2026-03-02;2026;3;Março;1;2;Segunda-feira;False;2026-03
2026-03-03;2026;3;Março;1;3;Terça-feira;False;2026-03
2026-03-04;2026;3;Março;1;4;Quarta-feira;False;2026-03
2026-03-05;2026;3;Março;1;5;Quinta-feira;False;2026-03
2026-03-06;2026;3;Março;1;6;Sexta-feira;False;2026-03
2026-03-07;2026;3;Março;1;7;Sábado;True;2026-03
2026-03-08;2026;3;Março;1;8;Domingo;True;2026-03
2026-03-09;2026;3;Março;1;9;Segunda-feira;False;2026-03
2026-03-10;2026;3;Março;1;10;Terça-feira;False;2026-03
2026-03-11;2026;3;Março;1;11;Quarta-feira;False;2026-03
2026-03-12;2026;3;Março;1;12;Quinta-feira;False;2026-03
2026-03-13;2026;3;Março;1;13;Sexta-feira;False;2026-03
2026-03-14;2026;3;Março;1;14;Sábado;True;2026-03
2026-03-15;2026;3;Março;1;15;Domingo;True;2026-03
2026-03-16;2026;3;Março;1;16;Segunda-feira;False;2026-03
2026-03-17;2026;3;Março;1;17;Terça-feira;False;2026-03
2026-03-18;2026;3;Março;1;18;Quarta-feira;False;2026-03
2026-03-19;2026;3;Março;1;19;Quinta-feira;False;2026-03
2026-03-20;2026;3;Março;1;20;Sexta-feira;False;2026-03
2026-03-21;2026;3;Março;1;21;Sábado;True;2026-03
2026-03-22;2026;3;Março;1;22;Domingo;True;2026-03
2026-03-23;2026;3;Março;1;23;Segunda-feira;False;2026-03
2026-03-24;2026;3;Março;1;24;Terça-feira;False;2026-03
2026-03-25;2026;3;Março;1;25;Quarta-feira;False;2026-03
2026-03-26;2026;3;Março;1;26;Quinta-feira;False;2026-03
2026-03-27;2026;3;Março;1;27;Sexta-feira;False;2026-03
2026-03-28;2026;3;Março;1;28;Sábado;True;2026-03
2026-03-29;2026;3;Março;1;29;Domingo;True;2026-03
2026-03-30;2026;3;Março;1;30;Segunda-feira;False;2026-03
2026-03-31;2026;3;Março;1;31;Terça-feira;False;2026-03
2026-04-01;2026;4;Abril;2;1;Quarta-feira;False;2026-04
2026-04-02;2026;4;Abril;2;2;Quinta-feira;False;2026-04
2026-04-03;2026;4;Abril;2;3;Sexta-feira;False;2026-04
2026-04-04;2026;4;Abril;2;4;Sábado;True;2026-04
2026-04-05;2026;4;Abril;2;5;Domingo;True;2026-04
2026-04-06;2026;4;Abril;2;6;Segunda-feira;False;2026-04
2026-04-07;2026;4;Abril;2;7;Terça-feira;False;2026-04
2026-04-08;2026;4;Abril;2;8;Quarta-feira;False;2026-04
2026-04-09;2026;4;Abril;2;9;Quinta-feira;False;2026-04
2026-04-10;2026;4;Abril;2;10;Sexta-feira;False;2026-04
2026-04-11;2026;4;Abril;2;11;Sábado;True;2026-04
2026-04-12;2026;4;Abril;2;12;Domingo;True;2026-04
2026-04-13;2026;4;Abril;2;13;Segunda-feira;False;2026-04
2026-04-14;2026;4;Abril;2;14;Terça-feira;False;2026-04
2026-04-15;2026;4;Abril;2;15;Quarta-feira;False;2026-04
2026-04-16;2026;4;Abril;2;16;Quinta-feira;False;2026-04
2026-04-17;2026;4;Abril;2;17;Sexta-feira;False;2026-04
2026-04-18;2026;4;Abril;2;18;Sábado;True;2026-04
2026-04-19;2026;4;Abril;2;19;Domingo;True;2026-04
2026-04-20;2026;4;Abril;2;20;Segunda-feira;False;2026-04
2026-04-21;2026;4;Abril;2;21;Terça-feira;False;2026-04
2026-04-22;2026;4;Abril;2;22;Quarta-feira;False;2026-04
2026-04-23;2026;4;Abril;2;23;Quinta-feira;False;2026-04
2026-04-24;2026;4;Abril;2;24;Sexta-feira;False;2026-04
2026-04-25;2026;4;Abril;2;25;Sábado;True;2026-04
2026-04-26;2026;4;Abril;2;26;Domingo;True;2026-04
2026-04-27;2026;4;Abril;2;27;Segunda-feira;False;2026-04
2026-04-28;2026;4;Abril;2;28;Terça-feira;False;2026-04
2026-04-29;2026;4;Abril;2;29;Quarta-feira;False;2026-04
2026-04-30;2026;4;Abril;2;30;Quinta-feira;False;2026-04
2026-05-01;2026;5;Maio;2;1;Sexta-feira;False;2026-05
2026-05-02;2026;5;Maio;2;2;Sábado;True;2026-05
2026-05-03;2026;5;Maio;2;3;Domingo;True;2026-05
2026-05-04;2026;5;Maio;2;4;Segunda-feira;False;2026-05
2026-05-05;2026;5;Maio;2;5;Terça-feira;False;2026-05
2026-05-06;2026;5;Maio;2;6;Quarta-feira;False;2026-05
2026-05-07;2026;5;Maio;2;7;Quinta-feira;False;2026-05
2026-05-08;2026;5;Maio;2;8;Sexta-feira;False;2026-05
2026-05-09;2026;5;Maio;2;9;Sábado;True;2026-05
2026-05-10;2026;5;Maio;2;10;Domingo;True;2026-05
2026-05-11;2026;5;Maio;2;11;Segunda-feira;False;2026-05
2026-05-12;2026;5;Maio;2;12;Terça-feira;False;2026-05
2026-05-13;2026;5;Maio;2;13;Quarta-feira;False;2026-05
2026-05-14;2026;5;Maio;2;14;Quinta-feira;False;2026-05
2026-05-15;2026;5;Maio;2;15;Sexta-feira;False;2026-05
2026-05-16;2026;5;Maio;2;16;Sábado;True;2026-05
2026-05-17;2026;5;Maio;2;17;Domingo;True;2026-05
2026-05-18;2026;5;Maio;2;18;Segunda-feira;False;2026-05
2026-05-19;2026;5;Maio;2;19;Terça-feira;False;2026-05
2026-05-20;2026;5;Maio;2;20;Quarta-feira;False;2026-05
2026-05-21;2026;5;Maio;2;21;Quinta-feira;False;2026-05
2026-05-22;2026;5;Maio;2;22;Sexta-feira;False;2026-05
2026-05-23;2026;5;Maio;2;23;Sábado;True;2026-05
2026-05-24;2026;5;Maio;2;24;Domingo;True;2026-05
2026-05-25;2026;5;Maio;2;25;Segunda-feira;False;2026-05
2026-05-26;2026;5;Maio;2;26;Terça-feira;False;2026-05
2026-05-27;2026;5;Maio;2;27;Quarta-feira;False;2026-05
2026-05-28;2026;5;Maio;2;28;Quinta-feira;False;2026-05
2026-05-29;2026;5;Maio;2;29;Sexta-feira;False;2026-05
2026-05-30;2026;5;Maio;2;30;Sábado;True;2026-05
2026-05-31;2026;5;Maio;2;31;Domingo;True;2026-05
2026-06-01;2026;6;Junho;2;1;Segunda-feira;False;2026-06
2026-06-02;2026;6;Junho;2;2;Terça-feira;False;2026-06
2026-06-03;2026;6;Junho;2;3;Quarta-feira;False;2026-06
2026-06-04;2026;6;Junho;2;4;Quinta-feira;False;2026-06
2026-06-05;2026;6;Junho;2;5;Sexta-feira;False;2026-06
2026-06-06;2026;6;Junho;2;6;Sábado;True;2026-06
2026-06-07;2026;6;Junho;2;7;Domingo;True;2026-06
2026-06-08;2026;6;Junho;2;8;Segunda-feira;False;2026-06
2026-06-09;2026;6;Junho;2;9;Terça-feira;False;2026-06
2026-06-10;2026;6;Junho;2;10;Quarta-feira;False;2026-06
2026-06-11;2026;6;Junho;2;11;Quinta-feira;False;2026-06
2026-06-12;2026;6;Junho;2;12;Sexta-feira;False;2026-06
2026-06-13;2026;6;Junho;2;13;Sábado;True;2026-06
2026-06-14;2026;6;Junho;2;14;Domingo;True;2026-06
2026-06-15;2026;6;Junho;2;15;Segunda-feira;False;2026-06
2026-06-16;2026;6;Junho;2;16;Terça-feira;False;2026-06
2026-06-17;2026;6;Junho;2;17;Quarta-feira;False;2026-06
2026-06-18;2026;6;Junho;2;18;Quinta-feira;False;2026-06
2026-06-19;2026;6;Junho;2;19;Sexta-feira;False;2026-06
2026-06-20;2026;6;Junho;2;20;Sábado;True;2026-06
2026-06-21;2026;6;Junho;2;21;Domingo;True;2026-06
2026-06-22;2026;6;Junho;2;22;Segunda-feira;False;2026-06
2026-06-23;2026;6;Junho;2;23;Terça-feira;False;2026-06
2026-06-24;2026;6;Junho;2;24;Quarta-feira;False;2026-06
2026-06-25;2026;6;Junho;2;25;Quinta-feira;False;2026-06
2026-06-26;2026;6;Junho;2;26;Sexta-feira;False;2026-06
2026-06-27;2026;6;Junho;2;27;Sábado;True;2026-06
2026-06-28;2026;6;Junho;2;28;Domingo;True;2026-06
2026-06-29;2026;6;Junho;2;29;Segunda-feira;False;2026-06
2026-06-30;2026;6;Junho;2;30;Terça-feira;False;2026-06
